artist,song,duration_ms,year,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Duck Sauce,Barbra Streisand - Radio Edit,196533,2010,46,0.769,0.922,-1.966,0.108,0.000939,0.197,0.233,0.506,127.965,Dance/Electronic
Lucenzo,Danza Kuduro (feat. Don Omar),213986,2011,0,0.622,0.942,-6.365,0.112,0.00713,0.0,0.0715,0.773,130.003,latin
Timbaland,Carry Out (Featuring Justin Timberlake),232466,2009,69,0.531,0.574,-6.693,0.113,0.114,0.0308,0.256,0.272,115.68,"hip hop, pop, R&B"
DJ Fresh,Gold Dust - Radio Edit,192446,2010,63,0.451,0.948,-0.74,0.147,0.255,0.0,0.392,0.295,176.985,"pop, Dance/Electronic"
Edward Maya,Stereo Love - Radio Edit,184573,2010,66,0.799,0.783,-3.896,0.0322,0.0346,0.0186,0.0757,0.586,127.041,pop
Taio Cruz,Break Your Heart,201546,2010,74,0.607,0.934,-4.217,0.0314,0.0327,0.0,0.0909,0.568,122.01,"hip hop, pop"
Black Eyed Peas,Imma Be,257560,2009,61,0.597,0.517,-6.963,0.365,0.179,0.0,0.307,0.412,92.035,"hip hop, pop"
Lady Gaga,Alejandro,274213,2009,67,0.623,0.793,-6.63,0.0462,0.000397,0.0015,0.375,0.36,98.998,pop
Ne-Yo,Beautiful Monster,251573,2010,57,0.708,0.771,-6.99,0.131,0.209,5.32e-06,0.277,0.494,128.013,"pop, R&B"
3OH!3,Starstrukk,203093,2010,32,0.605,0.795,-6.086,0.0712,0.00153,0.0,0.207,0.263,139.896,"hip hop, pop, rock"
Black Eyed Peas,The Time (Dirty Bit),307640,2010,69,0.816,0.813,-7.798,0.0664,0.0662,2.77e-06,0.602,0.436,127.979,"hip hop, pop"
Kelly Rowland,Commander,218106,2011,59,0.395,0.876,-3.859,0.138,0.0173,8.46e-06,0.362,0.567,124.638,"hip hop, pop, R&B"
Swedish House Mafia,One (Your Name) - Radio Edit,163246,2010,63,0.733,0.673,-6.572,0.0333,0.0132,0.0049,0.16,0.636,125.061,"pop, Dance/Electronic"
Usher,DJ Got Us Fallin' In Love (feat. Pitbull),220800,2010,79,0.663,0.861,-3.398,0.109,0.0338,0.0,0.082,0.654,119.963,"hip hop, pop, R&B"
Iyaz,Replay,182306,2009,75,0.706,0.751,-6.323,0.0708,0.173,0.0,0.168,0.195,91.031,"hip hop, pop"
Flo Rida,Club Can't Handle Me (feat. David Guetta),234560,2010,76,0.616,0.869,-3.911,0.0327,0.0283,0.0,0.064,0.473,127.966,"hip hop, pop"
Sean Kingston,Eenie Meenie,201946,2010,74,0.72,0.607,-4.168,0.0322,0.0543,0.0,0.113,0.828,121.223,"hip hop, pop, R&B"
Tinie Tempah,Written in the Stars (feat. Eric Turner),207653,2010,57,0.656,0.931,-4.188,0.0981,0.0613,0.0,0.219,0.534,91.881,"hip hop, pop, Dance/Electronic"
Bruno Mars,Talking to the Moon,217866,2010,76,0.498,0.59,-4.721,0.032,0.511,0.0,0.107,0.0784,145.867,pop
Miley Cyrus,Can't Be Tamed,168213,2010,0,0.63,0.91,-2.919,0.144,0.0287,0.0,0.196,0.743,116.98,pop
Mike Posner,Cooler Than Me - Single Mix,213293,2010,75,0.768,0.82,-4.63,0.0474,0.179,0.0,0.689,0.625,129.965,"hip hop, pop, Dance/Electronic"
Lady Gaga,Telephone,220640,2009,69,0.824,0.836,-5.903,0.0404,0.00521,0.000817,0.112,0.716,122.014,pop
Yolanda Be Cool,We No Speak Americano (JT Radio Edit),157438,2010,1,0.901,0.805,-5.005,0.0464,0.0712,0.0812,0.0923,0.737,124.996,Dance/Electronic
Adam Lambert,Whataya Want from Me,227320,2009,57,0.438,0.672,-4.706,0.0429,0.0055,0.0,0.0583,0.457,185.934,pop
Timbaland,If We Ever Meet Again (Featuring Katy Perry),292706,2009,68,0.652,0.605,-7.371,0.0393,0.00481,0.0,0.0605,0.394,126.091,"hip hop, pop, R&B"
Enrique Iglesias,I Like It,231373,2010,63,0.648,0.942,-2.881,0.0878,0.021,0.0,0.0594,0.73,129.007,"pop, latin"
Tim Berg,Seek Bromance - Avicii’s Vocal Edit,203960,2010,0,0.515,0.837,-2.552,0.0401,0.0868,0.0,0.0403,0.52,126.026,"pop, Dance/Electronic"
Usher,OMG (feat. will.i.am),269493,2010,73,0.781,0.745,-5.81,0.0332,0.198,1.14e-05,0.36,0.326,129.998,"hip hop, pop, R&B"
Maroon 5,Misery,216200,2010,67,0.703,0.81,-4.874,0.0424,0.000315,0.0,0.216,0.726,102.978,pop
Jay Sean,Down,212106,2009,3,0.657,0.695,-4.493,0.0321,0.0108,0.0,0.0822,0.683,65.997,"hip hop, pop, R&B"
3OH!3,My First Kiss (feat. Ke$ha),192440,2010,62,0.682,0.889,-4.166,0.0804,0.00564,0.0,0.36,0.827,138.021,"hip hop, pop, rock"
Justin Bieber,Baby,214240,2010,81,0.728,0.859,-5.237,0.137,0.0401,0.0,0.111,0.535,65.043,pop
K'NAAN,Wavin' Flag,220520,2009,57,0.625,0.699,-6.416,0.0729,0.13,0.0,0.238,0.717,75.974,set()
Jason Derulo,In My Head,199026,2010,65,0.762,0.748,-4.15,0.033,0.0266,0.0,0.348,0.851,110.009,"hip hop, pop"
Aloe Blacc,I Need A Dollar,243053,2010,1,0.84,0.482,-7.116,0.0333,0.202,0.0,0.0873,0.957,95.498,R&B
Nelly,Just A Dream,237800,2010,73,0.531,0.752,-6.161,0.0305,0.0421,0.0,0.12,0.103,89.917,"hip hop, pop, R&B"
Rihanna,What's My Name?,263173,2010,66,0.692,0.786,-2.959,0.069,0.23,0.0,0.0797,0.583,100.025,"hip hop, pop, R&B"
Shontelle,Impossible,226533,2010,35,0.599,0.624,-3.631,0.0343,0.385,0.0,0.125,0.539,90.034,"pop, R&B"
Take That,The Flood,289359,2010,57,0.514,0.83,-6.077,0.044,0.0378,1.43e-06,0.122,0.138,100.631,pop
Trey Songz,Say Aah (feat. Fabolous),207546,2009,54,0.724,0.87,-3.614,0.113,0.00453,0.0,0.833,0.81,93.01,"hip hop, pop, R&B"
Jason Derulo,Whatcha Say,221253,2010,70,0.615,0.711,-5.507,0.0779,0.0444,0.0,0.145,0.711,144.036,"hip hop, pop"
Example,Kickstarts,181826,2010,63,0.61,0.836,-4.455,0.0573,0.00374,0.0,0.358,0.657,126.056,"pop, Dance/Electronic"
Plan B,She Said,208853,2010,62,0.72,0.538,-5.85,0.141,0.301,3.03e-06,0.144,0.815,147.007,Dance/Electronic
The Saturdays,Higher,207613,2010,61,0.639,0.862,-3.292,0.0341,0.049,6.81e-06,0.264,0.596,117.011,"pop, Dance/Electronic"
Jay Sean,Do You Remember,210306,2009,2,0.855,0.668,-4.892,0.0644,0.0242,0.0,0.102,0.803,125.846,"hip hop, pop, R&B"
Usher,Hey Daddy (Daddy's Home),224093,2010,60,0.59,0.698,-4.262,0.0286,0.000176,0.0,0.107,0.352,95.975,"hip hop, pop, R&B"
The Wanted,All Time Low,205200,2010,18,0.689,0.615,-5.022,0.0563,0.352,0.0,0.0789,0.783,134.036,"pop, Dance/Electronic"
Kesha,Your Love Is My Drug,187133,2010,69,0.826,0.612,-3.891,0.0982,0.00681,0.0,0.0889,0.756,120.057,"pop, Dance/Electronic"
Ellie Goulding,Starry Eyed,176613,2010,54,0.504,0.814,-5.346,0.0389,0.135,1.42e-05,0.324,0.596,149.967,"pop, rock, Dance/Electronic"
Drake,Find Your Love,208946,2010,56,0.625,0.613,-6.005,0.173,0.0209,0.0,0.0286,0.738,96.033,"hip hop, pop, R&B"
Jason Derulo,Ridin' Solo,215746,2010,66,0.442,0.83,-4.02,0.146,0.128,0.0,0.129,0.578,89.338,"hip hop, pop"
Two Door Cinema Club,What You Know,189693,2010,0,0.55,0.753,-4.003,0.0407,0.000665,7.74e-06,0.0921,0.841,139.048,"World/Traditional, rock, pop"
B.o.B,Nothin' on You (feat. Bruno Mars),268320,2010,74,0.688,0.853,-5.814,0.0493,0.386,0.0,0.0862,0.743,103.993,"hip hop, pop"
Katy Perry,Teenage Dream,227741,2010,69,0.719,0.798,-4.582,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,pop
Scouting For Girls,This Ain't a Love Song,210680,2017,52,0.458,0.905,-4.157,0.0451,0.000431,0.0,0.378,0.553,176.667,"pop, rock"
Owl City,Fireflies,228346,2009,78,0.512,0.662,-6.797,0.0439,0.0275,0.0,0.118,0.472,180.114,"rock, pop"
Alicia Keys,Empire State of Mind (Part II) Broken Down,216480,2009,71,0.484,0.368,-7.784,0.0341,0.74,3.82e-05,0.118,0.142,92.923,"pop, R&B"
Lady A,Need You Now,236440,2010,73,0.581,0.717,-4.433,0.0318,0.0298,0.000186,0.243,0.316,107.884,"pop, country"
Taylor Swift,Back To December,293026,2010,65,0.529,0.67,-4.663,0.0303,0.117,0.0,0.334,0.286,141.893,pop
Neon Trees,Animal,212306,2010,64,0.482,0.829,-5.576,0.0437,0.00034,0.0,0.378,0.739,147.99,"rock, pop"
Kris Allen,Live Like We're Dying,212506,2009,51,0.589,0.893,-2.948,0.0397,0.0273,0.0,0.343,0.94,92.011,pop
Matt Cardle,When We Collide,226000,2011,46,0.443,0.683,-5.521,0.0343,0.0198,5.26e-06,0.313,0.447,81.986,pop
Robyn,Dancing On My Own,288670,2010,0,0.687,0.865,-4.663,0.0349,0.0743,0.225,0.0966,0.261,117.015,"pop, Dance/Electronic"
The Band Perry,If I Die Young,222773,2010,64,0.606,0.497,-6.611,0.0277,0.348,0.0,0.275,0.362,130.739,country
B.o.B,Magic (feat. Rivers Cuomo),196133,2010,65,0.549,0.932,-4.11,0.343,0.0127,0.0,0.347,0.787,82.439,"hip hop, pop"
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",201493,2010,77,0.722,0.761,-4.459,0.0475,0.0117,0.0,0.315,0.624,128.044,pop
LMFAO,Party Rock Anthem,262146,2011,73,0.751,0.736,-4.168,0.156,0.0206,0.0,0.265,0.352,130.014,"hip hop, pop, Dance/Electronic"
Katy Perry,Firework,227893,2010,72,0.638,0.832,-5.039,0.049,0.141,0.0,0.113,0.648,124.071,pop
Bruno Mars,Grenade,222091,2010,78,0.704,0.558,-7.273,0.0542,0.148,0.0,0.107,0.245,110.444,pop
Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),234453,2011,71,0.595,0.912,-3.428,0.0884,0.0434,0.0,0.259,0.762,128.024,"hip hop, pop, latin"
Alexandra Stan,Mr. Saxobeat,195105,2011,0,0.726,0.931,-4.152,0.0468,0.0218,0.000283,0.143,0.797,126.976,"pop, Dance/Electronic"
David Guetta,Who's That Chick? (feat. Rihanna),201040,2010,71,0.675,0.602,-4.733,0.116,0.00377,0.0,0.0458,0.933,127.938,"hip hop, pop, Dance/Electronic"
Jennifer Lopez,On The Floor,284866,2011,79,0.73,0.777,-5.194,0.0496,0.105,0.000478,0.0691,0.575,130.0,"hip hop, pop, R&B"
Rihanna,S&M,243533,2010,73,0.767,0.682,-5.02,0.042,0.0113,0.00016,0.104,0.833,127.975,"hip hop, pop, R&B"
Kesha,Blow,219973,2010,69,0.753,0.729,-3.862,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,"pop, Dance/Electronic"
Snoop Dogg,Sweat - Remix,195986,2011,68,0.813,0.732,-5.636,0.03,0.0597,0.00137,0.0826,0.731,130.02,"hip hop, pop"
Taio Cruz,Higher,187626,2010,61,0.672,0.907,-5.069,0.0721,0.0048,3.4e-05,0.156,0.746,128.027,"hip hop, pop"
Usher,More - RedOne Jimmy Joker Remix,219986,2010,67,0.551,0.893,-2.628,0.0543,0.00166,0.0,0.348,0.794,125.083,"hip hop, pop, R&B"
Example,Changed the Way You Kiss Me - Radio Edit,195466,2011,42,0.578,0.857,-3.78,0.041,0.00548,0.00162,0.0948,0.188,126.979,"pop, Dance/Electronic"
Black Eyed Peas,Just Can’t Get Enough,219426,2010,76,0.659,0.628,-8.685,0.179,0.186,0.0,0.105,0.262,94.05,"hip hop, pop"
Lykke Li,I Follow Rivers - The Magician Remix,281106,2011,51,0.786,0.709,-5.737,0.0395,0.0192,0.00118,0.0845,0.285,122.019,"pop, Dance/Electronic"
Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",252306,2011,81,0.671,0.939,-3.206,0.161,0.191,0.0,0.298,0.53,129.024,"hip hop, pop, latin"
Selena Gomez & The Scene,Love You Like A Love Song,188453,2011,79,0.858,0.678,-3.87,0.0469,0.0761,0.0,0.0741,0.922,117.009,"pop, Dance/Electronic"
Katy Perry,E.T.,229573,2012,65,0.62,0.869,-5.252,0.175,0.0181,0.0,0.369,0.76,151.684,pop
Britney Spears,I Wanna Go,210266,2011,66,0.696,0.546,-6.55,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,pop
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),210960,2011,81,0.646,0.795,-3.293,0.0976,0.0319,0.0,0.267,0.796,89.99,"hip hop, pop"
Edward Maya,Stereo Love - Radio Edit,184573,2010,66,0.799,0.783,-3.896,0.0322,0.0346,0.0186,0.0757,0.586,127.041,pop
Jeremih,Down On Me,228453,2010,72,0.7,0.598,-7.783,0.114,0.0369,0.0,0.111,0.594,160.041,"hip hop, pop, R&B"
Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),202266,2011,61,0.843,0.881,-3.951,0.0581,0.14,0.0,0.0765,0.876,110.621,"pop, Dance/Electronic"
LMFAO,Sexy And I Know It,199480,2011,67,0.707,0.861,-4.225,0.316,0.1,0.0,0.191,0.795,130.021,"hip hop, pop, Dance/Electronic"
Cobra Starship,You Make Me Feel... (feat. Sabi),215693,2011,70,0.668,0.857,-2.944,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,"pop, Dance/Electronic"
DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,206776,2012,55,0.31,0.926,-1.131,0.0464,0.0184,0.00792,0.483,0.493,139.85,"pop, Dance/Electronic"
Nickelback,When We Stand Together,190786,2011,65,0.446,0.9,-3.541,0.0489,0.000102,1.89e-05,0.0404,0.88,187.961,"rock, metal"
M83,Midnight City,243960,2011,76,0.507,0.729,-5.399,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,"rock, pop, metal, Dance/Electronic"
Britney Spears,Till the World Ends,237946,2011,65,0.693,0.705,-5.747,0.0665,0.0228,0.0,0.202,0.45,131.951,pop
Jason Derulo,Don't Wanna Go Home,206080,2011,63,0.671,0.808,-4.861,0.0652,0.02,0.0,0.134,0.637,121.956,"hip hop, pop"
Coldplay,Paradise,278719,2011,82,0.449,0.585,-6.761,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,"rock, pop"
Katy Perry,Last Friday Night (T.G.I.F.),230746,2012,74,0.649,0.815,-3.796,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,pop
Adele,Set Fire to the Rain,242973,2011,2,0.603,0.67,-3.882,0.0249,0.00408,1.66e-06,0.112,0.445,107.995,"pop, R&B"
Far East Movement,Rocketeer,211253,2010,61,0.664,0.845,-6.115,0.0461,0.181,0.0,0.267,0.357,96.005,"hip hop, pop"
The Wanted,Glad You Came,197935,2011,77,0.722,0.851,-3.873,0.0639,0.0319,0.0,0.108,0.452,126.885,"pop, Dance/Electronic"
Kesha,We R Who We R,204760,2010,71,0.736,0.817,-4.9,0.0407,0.00987,0.00167,0.117,0.653,119.95,"pop, Dance/Electronic"
Kelly Rowland,Motivation,230560,2011,65,0.744,0.672,-5.589,0.0418,0.187,0.000123,0.105,0.266,140.889,"hip hop, pop, R&B"
Rihanna,We Found Love,215226,2011,75,0.735,0.766,-4.485,0.0383,0.025,0.00138,0.108,0.6,127.985,"hip hop, pop, R&B"
Nicole Scherzinger,Don't Hold Your Breath,197440,2011,62,0.66,0.797,-6.096,0.0262,0.00646,0.000108,0.187,0.674,110.955,"pop, Dance/Electronic"
Swedish House Mafia,Save The World,213337,2011,65,0.507,0.665,-7.598,0.0474,0.0144,0.0,0.0759,0.4,126.879,"pop, Dance/Electronic"
Miguel,Sure Thing,195373,2010,78,0.684,0.607,-8.127,0.1,0.0267,0.000307,0.191,0.498,81.001,"pop, R&B"
Diddy - Dirty Money,Coming Home,238693,2010,69,0.392,0.839,-1.921,0.193,0.158,0.0,0.3,0.232,168.001,"hip hop, pop, R&B"
Rihanna,What's My Name?,263173,2010,66,0.692,0.786,-2.959,0.069,0.23,0.0,0.0797,0.583,100.025,"hip hop, pop, R&B"
Chris Brown,Beautiful People,225881,2019,53,0.415,0.775,-6.366,0.161,0.0658,0.00431,0.0843,0.536,127.898,"hip hop, pop, R&B"
Avril Lavigne,What the Hell,220706,2011,74,0.578,0.926,-3.689,0.0548,0.00472,0.0127,0.14,0.877,149.976,pop
Chase & Status,Blind Faith,233666,2011,60,0.45,0.846,-4.712,0.0472,0.00523,0.0,0.228,0.402,140.042,Dance/Electronic
Selena Gomez & The Scene,Who Says,195613,2011,76,0.682,0.927,-2.915,0.0479,0.0843,0.0,0.149,0.744,101.019,"pop, Dance/Electronic"
Rizzle Kicks,Down With The Trumpets,186851,2011,59,0.753,0.88,-4.689,0.0806,0.087,0.0,0.24,0.794,115.057,hip hop
Lady Gaga,Born This Way,260253,2011,72,0.587,0.828,-5.108,0.161,0.00327,0.0,0.331,0.494,123.907,pop
Calvin Harris,Bounce (feat. Kelis) - Radio Edit,222186,2012,62,0.779,0.963,-2.125,0.0399,0.0334,0.493,0.664,0.759,127.941,"hip hop, pop, Dance/Electronic"
David Guetta,Without You (feat. Usher),208133,2012,70,0.608,0.614,-3.727,0.0285,0.227,4.06e-06,0.157,0.402,127.884,"hip hop, pop, Dance/Electronic"
Foster The People,Pumped Up Kicks,239600,2011,82,0.733,0.71,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975,"rock, pop"
Jessie J,Price Tag,223053,2011,73,0.636,0.831,-3.945,0.182,0.0294,3.85e-06,0.272,0.668,175.015,"hip hop, pop"
Jason Aldean,Dirt Road Anthem,229413,2010,53,0.678,0.739,-5.068,0.0352,0.32,2.36e-06,0.116,0.658,127.037,country
Bruno Mars,The Lazy Song,189109,2010,75,0.794,0.711,-5.124,0.0699,0.3,0.0,0.0955,0.955,174.915,pop
James Morrison,I Won't Let You Go,229303,2011,64,0.537,0.611,-6.427,0.0304,0.229,0.0,0.146,0.161,105.955,"pop, R&B"
Jason Derulo,It Girl,192200,2011,70,0.668,0.718,-4.736,0.0605,0.0165,0.0,0.104,0.345,91.993,"hip hop, pop"
Adele,Someone Like You,285240,2011,4,0.554,0.321,-8.251,0.028,0.893,0.0,0.0996,0.288,135.047,"pop, R&B"
Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,282400,2011,65,0.683,0.734,-4.523,0.029,0.00112,0.0139,0.258,0.576,106.254,rock
Keri Hilson,Pretty Girl Rock,243920,2010,67,0.666,0.87,-5.004,0.246,0.203,0.0,0.0851,0.9,160.014,"pop, R&B"
Blake Shelton,Honey Bee,210720,2011,50,0.481,0.849,-5.131,0.0385,0.00167,1.49e-06,0.121,0.723,205.57,country
Lady Gaga,The Edge Of Glory,320546,2011,67,0.583,0.768,-6.477,0.041,0.000323,0.0162,0.109,0.357,127.952,pop
Lady A,Just A Kiss,218840,2011,63,0.593,0.639,-5.826,0.0307,0.446,0.0,0.0998,0.332,142.881,"pop, country"
Hot Chelle Rae,Tonight Tonight,200466,2011,73,0.686,0.783,-4.977,0.119,0.0764,0.0,0.163,0.814,99.978,"hip hop, pop, rock"
Grouplove,Tongue Tied,218013,2011,79,0.56,0.936,-5.835,0.0439,0.00847,0.0,0.161,0.371,112.96,"pop, rock, Folk/Acoustic"
Coldplay,Every Teardrop Is a Waterfall,240796,2011,69,0.425,0.732,-6.883,0.0396,0.00194,0.0103,0.171,0.333,117.98,"rock, pop"
Beyoncé,Best Thing I Never Had,253746,2011,69,0.545,0.649,-4.062,0.0324,0.143,1.57e-05,0.0894,0.297,99.099,"pop, R&B"
Christina Perri,Jar of Hearts,246587,2011,72,0.349,0.348,-6.142,0.0316,0.726,0.0,0.12,0.0886,74.541,pop
Bruno Mars,Marry You,230192,2010,75,0.621,0.82,-4.865,0.0367,0.332,0.0,0.104,0.452,144.905,pop
The Band Perry,If I Die Young,222773,2010,64,0.606,0.497,-6.611,0.0277,0.348,0.0,0.275,0.362,130.739,country
Lil Wayne,How To Love,240306,2011,0,0.644,0.661,-6.093,0.0418,0.000177,5.23e-06,0.108,0.272,153.992,"hip hop, pop"
Charlene Soraia,Wherever You Will Go,197577,2011,60,0.597,0.115,-9.217,0.0334,0.82,0.000215,0.111,0.128,111.202,pop
Christina Perri,A Thousand Years,285120,2011,70,0.421,0.407,-7.445,0.0267,0.309,0.000961,0.11,0.161,139.028,pop
Rihanna,We Found Love,215226,2011,75,0.735,0.766,-4.485,0.0383,0.025,0.00138,0.108,0.6,127.985,"hip hop, pop, R&B"
Carly Rae Jepsen,Call Me Maybe,193400,2012,78,0.783,0.58,-6.548,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,"pop, Dance/Electronic"
fun.,We Are Young (feat. Janelle Monáe),250626,2012,76,0.378,0.638,-5.576,0.075,0.02,7.66e-05,0.0849,0.735,184.086,"rock, pop"
Sean Paul,She Doesn't Mind,227786,2012,70,0.718,0.776,-5.208,0.0693,0.000624,5.3e-06,0.207,0.622,120.015,"hip hop, pop"
Pitbull,International Love (feat. Chris Brown),227280,2011,74,0.67,0.855,-3.035,0.0499,0.0124,0.0,0.335,0.648,120.05,"hip hop, pop, latin"
DEV,In The Dark,226226,2012,52,0.736,0.824,-4.231,0.0672,0.00358,0.000921,0.329,0.443,124.954,"pop, Dance/Electronic"
Adele,Skyfall,286480,2012,74,0.346,0.552,-6.864,0.0282,0.417,0.0,0.114,0.0789,75.881,"pop, R&B"
David Guetta,Turn Me On (feat. Nicki Minaj),199680,2012,65,0.704,0.793,-2.266,0.0591,0.0488,0.0,0.575,0.412,127.96,"hip hop, pop, Dance/Electronic"
Rihanna,Where Have You Been,242680,2011,71,0.719,0.847,-6.34,0.0916,0.00201,0.0204,0.223,0.444,127.963,"hip hop, pop, R&B"
Maroon 5,One More Night,219546,2012,74,0.716,0.821,-3.435,0.0314,0.0558,0.0,0.0844,0.618,92.997,pop
The Wanted,Chasing The Sun,198800,2012,69,0.637,0.732,-6.209,0.0965,0.244,0.0,0.498,0.68,128.108,"pop, Dance/Electronic"
Flo Rida,Whistle,224653,2012,77,0.747,0.937,-5.746,0.0453,0.0208,0.0,0.29,0.739,103.976,"hip hop, pop"
will.i.am,This Is Love,279026,2013,62,0.535,0.796,-3.446,0.0445,0.00473,0.0,0.145,0.282,128.954,"hip hop, pop"
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],222500,2012,66,0.492,0.857,-2.634,0.0655,0.0841,7.82e-06,0.344,0.393,129.973,"hip hop, pop, Dance/Electronic"
MARINA,Primadonna,221075,2012,78,0.66,0.689,-2.671,0.0337,0.0884,0.0,0.0922,0.427,127.98,"pop, Dance/Electronic"
DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,182333,2012,58,0.524,0.972,-1.569,0.0431,0.00656,0.00058,0.224,0.476,175.017,"pop, Dance/Electronic"
LMFAO,Sexy And I Know It,199480,2011,67,0.707,0.861,-4.225,0.316,0.1,0.0,0.191,0.795,130.021,"hip hop, pop, Dance/Electronic"
PSY,Gangnam Style (강남스타일),219493,2012,72,0.727,0.937,-2.871,0.286,0.00417,0.0,0.091,0.749,132.067,pop
Kesha,Die Young,211920,2012,78,0.711,0.7,-4.805,0.046,0.00498,0.000125,0.215,0.801,128.001,"pop, Dance/Electronic"
Usher,Scream,234693,2012,66,0.616,0.862,-5.18,0.0973,0.00117,0.0,0.179,0.569,127.992,"hip hop, pop, R&B"
Olly Murs,Troublemaker (feat. Flo Rida),185586,2012,0,0.762,0.863,-3.689,0.0565,0.015,0.0,0.125,0.965,106.008,"pop, Dance/Electronic"
Linkin Park,BURN IT DOWN,230253,2012,73,0.585,0.972,-4.45,0.0534,0.0143,0.0,0.0707,0.585,110.006,"rock, metal"
Bruno Mars,Locked out of Heaven,233478,2012,85,0.726,0.698,-4.165,0.0431,0.049,0.0,0.309,0.867,143.994,pop
Avicii,Levels - Radio Edit,199906,2011,77,0.584,0.889,-5.941,0.0343,0.0462,0.828,0.309,0.464,126.04,"pop, Dance/Electronic"
Flo Rida,Good Feeling,248133,2012,76,0.706,0.89,-4.444,0.0688,0.0588,0.00286,0.306,0.684,128.011,"hip hop, pop"
Rihanna,Diamonds,225146,2012,75,0.564,0.71,-4.92,0.0461,0.00125,0.0,0.109,0.393,91.972,"hip hop, pop, R&B"
Katy Perry,Part Of Me,216160,2012,73,0.678,0.918,-4.63,0.0355,0.000417,0.0,0.0744,0.769,130.028,pop
Asaf Avidan & the Mojos,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],212360,2012,0,0.821,0.676,-6.366,0.0547,0.187,0.0001,0.0927,0.559,119.012,pop
Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,218190,2011,68,0.578,0.946,-3.85,0.0482,0.00225,0.00412,0.0966,0.588,126.092,"rock, pop, Dance/Electronic"
James Arthur,Impossible,209440,2013,75,0.376,0.695,-4.782,0.0933,0.135,0.0,0.11,0.302,169.533,pop
Michel Teló,Ai Se Eu Te Pego - Live,166866,2012,0,0.676,0.935,-4.55,0.0692,0.357,0.0,0.853,0.85,96.055,"country, latin"
Otto Knows,Million Voices - Radio Edit,192866,2012,0,0.582,0.894,-6.298,0.041,0.0022,0.0223,0.0664,0.0694,125.946,"pop, Dance/Electronic"
Calvin Harris,Feel So Close - Radio Edit,206413,2012,79,0.707,0.924,-2.842,0.031,0.000972,0.00703,0.204,0.919,127.937,"hip hop, pop, Dance/Electronic"
Jennifer Lopez,Dance Again,237266,2012,0,0.797,0.867,-5.242,0.0696,0.0158,2.79e-06,0.0868,0.716,127.974,"hip hop, pop, R&B"
Grimes,Oblivion,251266,2012,0,0.697,0.529,-8.838,0.0338,0.115,0.901,0.0895,0.486,155.974,"pop, rock, Dance/Electronic"
Adele,Rumour Has It,223266,2011,0,0.612,0.748,-5.014,0.0445,0.617,0.0,0.167,0.574,120.052,"pop, R&B"
Coldplay,Paradise,278719,2011,82,0.449,0.585,-6.761,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,"rock, pop"
Chris Brown,Turn Up the Music,227973,2012,64,0.594,0.841,-5.792,0.102,0.000238,2.22e-06,0.156,0.643,129.925,"hip hop, pop, R&B"
Calvin Harris,Let's Go (feat. Ne-Yo),232800,2012,66,0.71,0.882,-2.932,0.0595,0.00777,0.00771,0.294,0.875,128.016,"hip hop, pop, Dance/Electronic"
The Script,Hall of Fame (feat. will.i.am),202533,2012,78,0.421,0.873,-4.343,0.0564,0.0654,0.0,0.123,0.629,84.786,"pop, rock"
Swedish House Mafia,Don't You Worry Child - Radio Edit,212862,2012,76,0.612,0.84,-3.145,0.0509,0.112,0.0,0.116,0.438,129.042,"pop, Dance/Electronic"
MARINA,How to Be a Heartbreaker,221493,2012,50,0.69,0.897,-4.696,0.0506,0.0142,0.0,0.108,0.849,140.05,"pop, Dance/Electronic"
Justin Bieber,Boyfriend,171333,2012,63,0.717,0.55,-6.019,0.0519,0.0358,0.00198,0.126,0.331,96.979,pop
David Guetta,Titanium (feat. Sia),245040,2012,79,0.604,0.787,-3.674,0.103,0.0679,0.15,0.127,0.301,126.062,"hip hop, pop, Dance/Electronic"
Jessie J,Domino,231840,2011,74,0.758,0.557,-4.568,0.034,0.0117,0.0,0.0418,0.781,126.986,"hip hop, pop"
