artist,song,duration_ms,year,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Shawn Mendes,There's Nothing Holdin' Me Back,199440,2017,0,0.857,0.8,-4.035,0.0583,0.381,0.0,0.0913,0.966,121.996,pop
G-Eazy,Good Life (with G-Eazy & Kehlani),225520,2017,63,0.572,0.778,-5.208,0.233,0.00638,0.0,0.0563,0.54,168.073,"hip hop, pop"
The Vamps,All Night,197640,2017,73,0.538,0.804,-5.194,0.0358,0.0041,0.0,0.33,0.507,144.992,pop
Dua Lipa,New Rules,212000,2017,61,0.763,0.72,-5.181,0.0691,0.00261,1.11e-05,0.114,0.592,116.01,pop
Rag'n'Bone Man,Skin,239626,2017,67,0.564,0.745,-7.733,0.31,0.265,0.0,0.147,0.351,170.661,R&B
Zara Larsson,I Would Like,226720,2017,57,0.486,0.713,-3.949,0.0524,0.0853,0.0,0.0839,0.297,121.028,"pop, Dance/Electronic"
Clean Bandit,Symphony (feat. Zara Larsson),214866,2017,0,0.718,0.609,-4.699,0.043,0.281,3.29e-05,0.234,0.497,122.95,"pop, Dance/Electronic"
Katy Perry,Chained To The Rhythm,237733,2017,69,0.562,0.8,-5.404,0.112,0.0814,0.0,0.199,0.471,95.029,pop
Zay Hilfigerrr,Juju on That Beat (TZ Anthem),144244,2016,57,0.807,0.887,-3.892,0.275,0.00381,0.0,0.391,0.78,160.517,set()
OneRepublic,Rich Love (with Seeb),201256,2017,64,0.401,0.872,-3.641,0.314,0.167,0.0,0.362,0.472,104.592,pop
Liam Payne,Strip That Down,204502,2017,1,0.869,0.485,-5.595,0.0545,0.246,0.0,0.0765,0.527,106.028,pop
Justin Bieber,Friends (with BloodPop®),189466,2017,0,0.744,0.739,-5.35,0.0387,0.00459,0.0,0.306,0.649,104.99,pop
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",245200,2016,0,0.735,0.451,-8.374,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,"pop, Dance/Electronic"
Alessia Cara,Scars To Your Beautiful,230226,2016,76,0.319,0.739,-5.74,0.272,0.0285,0.0,0.111,0.449,194.169,"pop, R&B"
Starley,Call on Me - Ryan Riback Remix,222040,2016,48,0.67,0.838,-4.031,0.0362,0.0605,0.000611,0.159,0.716,105.0,"pop, Dance/Electronic"
AJR,Weak,201160,2017,0,0.673,0.637,-4.518,0.0429,0.137,0.0,0.184,0.678,123.98,rock
Lana Del Rey,Lust for Life (with The Weeknd),264011,2017,0,0.499,0.676,-8.618,0.0582,0.588,0.00484,0.358,0.295,99.979,pop
CNCO,Reggaetón Lento (Remix),188786,2017,0,0.623,0.909,-3.079,0.0758,0.158,0.0,0.0972,0.651,93.984,"pop, latin"
The Vamps,Middle Of The Night,174600,2017,61,0.588,0.749,-4.323,0.058,0.0037,0.0,0.0813,0.397,130.093,pop
The Weeknd,I Feel It Coming,269186,2016,78,0.773,0.819,-5.946,0.118,0.428,0.0,0.0679,0.585,92.987,"pop, R&B"
The Chainsmokers,Paris,221506,2017,73,0.653,0.658,-6.428,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,"pop, Dance/Electronic"
Shawn Mendes,Mercy,208733,2017,0,0.561,0.674,-4.882,0.0818,0.118,0.0,0.111,0.383,148.127,pop
Avicii,Lonely Together (feat. Rita Ora),181812,2017,53,0.655,0.666,-5.309,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,"pop, Dance/Electronic"
Cheat Codes,No Promises (feat. Demi Lovato),223503,2017,68,0.741,0.667,-5.445,0.134,0.0575,0.0,0.106,0.595,112.956,"pop, Dance/Electronic"
Bruno Mars,24K Magic,225983,2016,78,0.818,0.803,-4.282,0.0797,0.034,0.0,0.153,0.632,106.97,pop
Kygo,It Ain't Me (with Selena Gomez),220780,2017,75,0.64,0.533,-6.596,0.0706,0.119,0.0,0.0864,0.515,99.968,"pop, Dance/Electronic"
Dynoro,In My Mind,184560,2018,78,0.694,0.77,-5.335,0.149,0.176,1.1e-05,0.118,0.163,125.905,"pop, Dance/Electronic"
Zedd,The Middle,184732,2018,80,0.753,0.657,-3.061,0.0449,0.171,0.0,0.112,0.437,107.01,"hip hop, pop, Dance/Electronic"
Ariana Grande,no tears left to cry,205920,2018,77,0.699,0.713,-5.507,0.0594,0.04,3.11e-06,0.294,0.354,121.993,pop
Calvin Harris,One Kiss (with Dua Lipa),214846,2018,81,0.791,0.862,-3.24,0.11,0.037,2.19e-05,0.0814,0.592,123.994,"hip hop, pop, Dance/Electronic"
Imagine Dragons,Natural,189466,2018,80,0.704,0.611,-6.112,0.0409,0.217,0.0,0.0812,0.22,100.0,rock
Marshmello,Spotlight,177600,2018,71,0.546,0.822,-4.483,0.151,0.0145,0.0,0.742,0.615,150.06,"pop, Dance/Electronic"
Billie Eilish,lovely (with Khalid),200185,2018,86,0.351,0.296,-10.109,0.0333,0.934,0.0,0.095,0.12,115.284,"pop, Dance/Electronic"
Clean Bandit,Solo (feat. Demi Lovato),222653,2018,71,0.737,0.636,-4.546,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,"pop, Dance/Electronic"
The Weeknd,Call Out My Name,228373,2018,80,0.461,0.593,-4.954,0.0356,0.17,0.0,0.307,0.175,134.17,"pop, R&B"
Nicky Jam,X,172854,2019,74,0.594,0.749,-5.298,0.056,0.0338,0.00106,0.3,0.694,179.968,latin
Becky G,Sin Pijama,188560,2018,69,0.791,0.745,-3.695,0.0464,0.354,2.93e-05,0.104,0.82,94.014,"pop, latin"
Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",202804,2017,71,0.653,0.718,-5.232,0.213,0.00413,0.0,0.0537,0.216,82.034,"hip hop, pop"
Jax Jones,Breathe,207629,2017,58,0.722,0.744,-5.52,0.0363,0.0234,0.000157,0.143,0.686,125.985,"hip hop, pop, Dance/Electronic"
The Chainsmokers,Sick Boy,193200,2018,69,0.663,0.577,-7.518,0.0531,0.109,0.0,0.12,0.454,89.996,"pop, Dance/Electronic"
Jason Derulo,Tip Toe (feat. French Montana),187521,2017,64,0.845,0.709,-4.547,0.0714,0.0233,0.0,0.094,0.62,98.062,"hip hop, pop"
EO,German,170825,2018,67,0.862,0.583,-6.26,0.0654,0.811,1.86e-05,0.191,0.852,103.019,set()
Dennis Lloyd,Nevermind,156600,2017,74,0.6,0.688,-8.339,0.201,0.159,1.29e-05,0.409,0.0793,99.977,pop
girl in red,we fell in love in october,184153,2018,82,0.566,0.366,-12.808,0.028,0.113,0.181,0.155,0.237,129.959,"pop, rock, Dance/Electronic"
Selena Gomez,Wolves,197993,2017,78,0.724,0.804,-4.614,0.0448,0.124,0.0,0.204,0.306,124.987,pop
Tom Walker,Leave a Light On,185863,2017,70,0.586,0.624,-5.946,0.113,0.0153,1.78e-06,0.133,0.267,68.976,"rock, pop"
Sofía Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",201526,2018,65,0.792,0.895,-3.112,0.0589,0.165,0.0,0.0501,0.794,94.968,"pop, latin"
Marshmello,Silence,180822,2017,80,0.52,0.761,-3.093,0.0853,0.256,4.96e-06,0.17,0.286,141.971,"pop, Dance/Electronic"
5 Seconds of Summer,Youngblood,203417,2018,69,0.596,0.854,-5.114,0.463,0.0169,0.0,0.124,0.152,120.274,pop
Loud Luxury,Body (feat. brando),163216,2017,0,0.752,0.764,-4.399,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,"pop, Dance/Electronic"
Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),245453,2018,62,0.541,0.787,-4.618,0.0331,0.0167,0.0,0.157,0.2,113.0,pop
NF,Let You Down,212120,2017,79,0.662,0.714,-5.68,0.121,0.312,0.0,0.179,0.464,147.997,"hip hop, pop"
XXXTENTACION,changes,121886,2018,79,0.669,0.308,-10.068,0.029,0.883,0.0,0.0984,0.52,64.934,hip hop
Maluma,Corazón (feat. Nego do Borel),184720,2018,69,0.722,0.738,-6.073,0.247,0.328,1.47e-05,0.198,0.748,198.075,latin
Jonas Blue,Rise,194407,2018,70,0.687,0.785,-4.65,0.0333,0.327,0.0,0.203,0.655,106.046,"pop, Dance/Electronic"
David Guetta,Flames,194680,2018,59,0.631,0.649,-5.892,0.0385,0.0817,3.8e-06,0.0934,0.421,93.95,"hip hop, pop, Dance/Electronic"
Ozuna,Vaina Loca,176133,2018,72,0.754,0.805,-4.249,0.0752,0.315,0.0,0.203,0.555,93.982,latin
Charlie Puth,How Long,200853,2018,72,0.845,0.561,-5.253,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,pop
Marshmello,Happier,214289,2018,82,0.687,0.792,-2.749,0.0452,0.191,0.0,0.167,0.671,100.015,"pop, Dance/Electronic"
Charlie Puth,Done for Me (feat. Kehlani),180493,2018,67,0.856,0.632,-3.692,0.074,0.193,0.0,0.0688,0.697,112.009,pop
B Young,Jumanji,173153,2018,60,0.791,0.473,-9.86,0.25,0.279,0.0,0.0959,0.603,95.948,"hip hop, Dance/Electronic"
Charlie Puth,The Way I Am,186080,2018,64,0.755,0.769,-5.658,0.186,0.314,2.38e-06,0.0628,0.642,114.966,pop
Reik,Me Niego (feat. Ozuna & Wisin),221653,2018,1,0.777,0.779,-4.449,0.0972,0.0543,0.0,0.636,0.768,94.023,"pop, latin"
benny blanco,Eastside (with Halsey & Khalid),173799,2018,75,0.56,0.68,-7.648,0.321,0.555,0.0,0.116,0.319,89.391,"hip hop, pop"
Luis Fonsi,Échame La Culpa,173720,2017,62,0.733,0.892,-3.641,0.0417,0.0376,0.0,0.137,0.675,95.989,"pop, latin"
MK,17,196489,2017,65,0.703,0.832,-7.202,0.0689,0.00149,0.127,0.0696,0.667,122.029,"pop, Dance/Electronic"
Rita Ora,Anywhere,215064,2017,63,0.628,0.797,-3.953,0.0596,0.0364,0.0,0.104,0.321,106.93,"hip hop, pop, Dance/Electronic"
Banx & Ranx,Answerphone (feat. Yxng Bane),190920,2018,56,0.671,0.834,-3.928,0.0885,0.0387,0.0,0.454,0.454,113.021,Dance/Electronic
Ella Mai,Trip,213993,2018,72,0.477,0.61,-5.628,0.144,0.225,0.0,0.107,0.358,79.882,"hip hop, pop, R&B"
Daddy Yankee,Dura,200480,2018,71,0.783,0.84,-3.416,0.051,0.174,0.0,0.412,0.839,95.001,latin
Anne-Marie,2002,186986,2018,80,0.697,0.683,-2.881,0.117,0.0372,0.0,0.137,0.603,96.133,"pop, Dance/Electronic"
Bruno Mars,Finesse - Remix; feat. Cardi B,217288,2017,74,0.704,0.859,-4.877,0.0996,0.0185,0.0,0.0215,0.926,105.115,pop
Hugh Jackman,The Greatest Show,302146,2017,72,0.417,0.824,-7.36,0.105,0.000239,0.0545,0.0725,0.4,157.92,easy listening
Halsey,Bad At Love,181279,2017,72,0.675,0.751,-3.539,0.0296,0.0604,0.0,0.0893,0.612,118.384,"pop, Dance/Electronic"
Camila Cabello,Never Be the Same,226973,2018,74,0.637,0.713,-4.333,0.0747,0.181,0.000637,0.137,0.243,129.923,pop
M.O,Bad Vibe,214253,2018,54,0.813,0.701,-4.428,0.0449,0.178,0.0,0.0962,0.758,110.009,"pop, Dance/Electronic"
Cashmere Cat,Miss You (with Major Lazer & Tory Lanez),186231,2018,56,0.747,0.641,-4.502,0.0925,0.25,0.00107,0.106,0.453,100.028,"pop, rock"
Lauv,I Like Me Better,197436,2018,81,0.752,0.505,-7.621,0.253,0.535,2.55e-06,0.104,0.419,91.97,"pop, Dance/Electronic"
The Chainsmokers,This Feeling,197946,2018,73,0.575,0.571,-7.906,0.0439,0.0558,0.0,0.0912,0.449,105.049,"pop, Dance/Electronic"
Khalid,Love Lies (with Normani),201707,2018,73,0.708,0.648,-5.626,0.0449,0.0956,0.0,0.134,0.338,143.955,"pop, R&B"
Lil Nas X,Old Town Road - Remix,157066,2019,79,0.878,0.619,-5.56,0.102,0.0533,0.0,0.113,0.639,136.041,"hip hop, pop"
Billie Eilish,bad guy,194087,2019,83,0.701,0.425,-10.965,0.375,0.328,0.13,0.1,0.562,135.128,"pop, Dance/Electronic"
Shawn Mendes,Señorita,190799,2019,78,0.759,0.548,-6.049,0.029,0.0392,0.0,0.0828,0.749,116.967,pop
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,157560,2019,79,0.755,0.522,-4.368,0.0575,0.533,0.0,0.0685,0.925,89.96,hip hop
Regard,Ride It,157605,2019,81,0.88,0.751,-4.258,0.0874,0.177,6.43e-05,0.106,0.884,117.948,"pop, Dance/Electronic"
Lady Gaga,Shallow,215733,2018,82,0.572,0.385,-6.362,0.0308,0.371,0.0,0.231,0.323,95.799,pop
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),217466,2018,79,0.601,0.794,-5.844,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,pop
Lewis Capaldi,Someone You Loved,182160,2019,84,0.501,0.405,-5.679,0.0319,0.751,0.0,0.105,0.446,109.891,pop
Jax Jones,All Day And Night,169303,2019,60,0.585,0.782,-4.101,0.0897,0.269,0.0,0.156,0.521,121.908,"hip hop, pop, Dance/Electronic"
Daddy Yankee,Con Calma,193226,2019,79,0.737,0.86,-2.652,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,latin
Alec Benjamin,Let Me Down Slowly,169353,2018,82,0.652,0.557,-5.714,0.0318,0.74,0.0,0.124,0.483,150.073,"rock, pop, Dance/Electronic"
BLACKPINK,Kill This Love,189052,2019,1,0.738,0.861,-4.141,0.237,0.318,0.00182,0.325,0.58,131.98,pop
MEDUZA,Piece Of Your Heart,152913,2019,75,0.677,0.744,-6.806,0.0295,0.0404,0.00016,0.074,0.631,124.08,"pop, Dance/Electronic"
Ed Sheeran,Antisocial (with Travis Scott),161746,2019,63,0.716,0.823,-5.313,0.0495,0.132,0.0,0.361,0.91,151.957,pop
Mabel,Mad Love,169813,2019,0,0.631,0.803,-2.974,0.155,0.675,0.0,0.11,0.62,198.065,"pop, Dance/Electronic"
Billie Eilish,lovely (with Khalid),200185,2018,86,0.351,0.296,-10.109,0.0333,0.934,0.0,0.095,0.12,115.284,"pop, Dance/Electronic"
Mabel,Don't Call Me Up,178480,2019,77,0.674,0.881,-2.853,0.147,0.296,3.01e-06,0.0793,0.234,98.994,"pop, Dance/Electronic"
Lil Nas X,Old Town Road,113000,2019,76,0.907,0.53,-6.112,0.127,0.0578,2.23e-06,0.101,0.507,135.998,"hip hop, pop"
iann dior,emotions,131213,2019,72,0.63,0.63,-6.211,0.0395,0.0131,0.0,0.142,0.163,80.512,"hip hop, pop"
Paulo Londra,Adan y Eva,256971,2019,72,0.767,0.709,-4.47,0.336,0.323,0.0,0.0745,0.72,171.993,"hip hop, latin, Dance/Electronic"
Lil Nas X,Panini,114893,2019,71,0.703,0.594,-6.146,0.0752,0.342,0.0,0.123,0.475,153.848,"hip hop, pop"
Bad Bunny,MIA (feat. Drake),210367,2018,77,0.817,0.539,-6.349,0.0621,0.0141,0.000496,0.099,0.158,97.062,latin
Anuel AA,China,301714,2019,76,0.786,0.808,-3.702,0.0882,0.0846,0.000289,0.0822,0.609,105.027,latin
Camila Cabello,Liar,207038,2019,65,0.74,0.498,-6.684,0.0456,0.0169,0.00282,0.319,0.652,98.016,pop
Ava Max,Sweet but Psycho,187436,2018,7,0.719,0.704,-4.724,0.0476,0.0691,0.0,0.166,0.628,133.002,pop
Dua Lipa,Don't Start Now,183290,2019,79,0.794,0.793,-4.521,0.0842,0.0125,0.0,0.0952,0.677,123.941,pop
Calvin Harris,Giant (with Rag'n'Bone Man),229184,2019,73,0.807,0.887,-4.311,0.0361,0.016,0.000503,0.0811,0.606,122.015,"hip hop, pop, Dance/Electronic"
Tones And I,Dance Monkey,209438,2019,78,0.824,0.588,-6.4,0.0924,0.692,0.000104,0.149,0.513,98.027,pop
Ava Max,So Am I,183026,2019,4,0.682,0.656,-4.67,0.0435,0.0737,0.0,0.353,0.607,130.089,pop
Pedro Capó,Calma - Remix,238200,2018,74,0.826,0.773,-4.218,0.0524,0.323,0.0,0.143,0.761,126.899,"pop, latin"
Lunay,Soltera - Remix,266086,2019,70,0.795,0.783,-4.271,0.0432,0.361,0.0,0.437,0.799,92.01,"pop, latin"
Khalid,Better,229412,2018,70,0.442,0.585,-10.332,0.0964,0.0984,0.391,0.14,0.116,97.565,"pop, R&B"
AJ Tracey,Ladbroke Grove,190537,2019,69,0.903,0.839,-9.447,0.208,0.0939,0.0,0.102,0.727,133.986,"hip hop, Dance/Electronic"
Billie Eilish,bury a friend,193143,2019,75,0.905,0.389,-14.505,0.332,0.74,0.162,0.106,0.196,120.046,"pop, Dance/Electronic"
BTS,Boy With Luv (feat. Halsey),229773,2019,35,0.645,0.862,-4.757,0.0965,0.0923,0.0,0.192,0.798,119.991,pop
Jonas Brothers,Only Human,183000,2019,71,0.795,0.496,-5.883,0.0722,0.108,0.0,0.0645,0.874,94.01,pop
5 Seconds of Summer,Easier,157492,2019,1,0.505,0.428,-5.604,0.221,0.489,0.0,0.0977,0.618,175.813,pop
Avicii,SOS (feat. Aloe Blacc),157202,2019,71,0.802,0.645,-6.181,0.0715,0.272,0.0,0.119,0.376,100.001,"pop, Dance/Electronic"
Ashley O,On A Roll,154447,2019,57,0.736,0.81,-6.354,0.0906,0.077,0.0,0.0523,0.387,125.011,set()
Dominic Fike,3 Nights,177666,2018,78,0.815,0.518,-6.594,0.0897,0.223,0.0,0.104,0.877,151.891,"rock, pop"
Sigala,Wish You Well,205653,2019,64,0.669,0.895,-3.787,0.0575,0.128,0.0,0.297,0.576,124.975,"pop, Dance/Electronic"
Anuel AA,Secreto,258800,2019,75,0.807,0.803,-4.156,0.126,0.602,0.00853,0.136,0.706,91.987,latin
Sam Feldt,Post Malone (feat. RANI),174444,2019,69,0.59,0.642,-3.87,0.122,0.0771,0.0,0.105,0.651,107.356,"pop, Dance/Electronic"
Lauv,i'm so tired...,162582,2019,2,0.599,0.733,-7.058,0.203,0.176,0.0,0.242,0.534,102.211,"pop, Dance/Electronic"
Panic! At The Disco,High Hopes,190946,2018,80,0.579,0.904,-2.729,0.0618,0.193,0.0,0.064,0.681,82.014,rock
Marshmello,One Thing Right,181823,2019,73,0.659,0.625,-2.253,0.045,0.0644,0.0,0.582,0.442,88.042,"pop, Dance/Electronic"
Sam Smith,How Do You Sleep?,202204,2019,73,0.477,0.682,-4.931,0.0925,0.153,0.0,0.0763,0.345,110.567,pop
Normani,Motivation,193837,2019,71,0.599,0.887,-3.967,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,"pop, R&B"
Joel Corry,Sorry,188640,2019,63,0.744,0.79,-4.617,0.0562,0.0547,0.000802,0.32,0.847,125.002,"pop, Dance/Electronic"
Jonas Brothers,Sucker,181026,2019,79,0.842,0.734,-5.065,0.0588,0.0427,0.0,0.106,0.952,137.958,pop
Taylor Swift,Cruel Summer,178426,2019,78,0.552,0.702,-5.707,0.157,0.117,2.06e-05,0.105,0.564,169.994,pop
Blanco Brown,The Git Up,200593,2019,69,0.847,0.678,-8.635,0.109,0.0669,0.0,0.274,0.811,97.984,"hip hop, country"
Sam Smith,Dancing With A Stranger (with Normani),171029,2019,75,0.741,0.52,-7.513,0.0656,0.45,1.97e-06,0.222,0.347,102.998,pop
Post Malone,Circles,215280,2019,85,0.695,0.762,-3.497,0.0395,0.192,0.00244,0.0863,0.553,120.042,hip hop
